id,name,discount,city,address,category,subcategory,description,detail_url
9813,פירות וירקות דליקטסים,4.5,רחובות,בית הפועלים 7,אופנה,,פירות וירקות טריים יום יום. כשר.,https://be-plus.co.il/component/crm/product/9813
12195,פירות וירקות הארץ,3.5,חדרה,הנשיא 43,אופנה,,מבחר גדול של פירות וירקות טריים יום יום. משלוחים באיזור חדרה והסביבה.,https://be-plus.co.il/component/crm/product/12195
8722,פירות וירקות השף,3,פתח תקווה,"מוהליבר 29, פינת ההסתדרות, מרכז העיר",צרכנות,,"פירות וירקות השף- טריות יום יום. כשר בהשגחת בד""צ מישקולף.",https://be-plus.co.il/component/crm/product/8722
9815,פירות וירקות זוהר,3.5,חולון,אהרונוביץ 46,אופנה,,"מבחר גדול של פירות וירקות, פירות יבשים, מתוקים, פיצוחים, שימורים ותבלי",https://be-plus.co.il/component/crm/product/9815
9769,פירות וירקות ירוק מהשדה,2,חולון,"רבינוביץ 11, מרכז סאדאב",אופנה,,"פירות א.א , פירות וירקות מקולפים+ מעדניה- סלטים במשקל, גבינות, נקניקים",https://be-plus.co.il/component/crm/product/9769
15017,פירות וירקות כוכב,4,בת ים,הרב עוזיאל 32,"מזון, מינימרקטים וסופרמרקטים",ירקות/ פירות,"ירקניה, ירקן, פירות וירקות טרי יום יום, מגשי פירות, פירות חתוכים, משלו",https://be-plus.co.il/component/crm/product/15017
9650,פירות וירקות ליצ'י& מנגו,2,ראשון לציון,"חלוצי יסוד המעלה 5, גן נחום",אופנה,,"פירות וירקות פרימיום, סחורה סוג א', כל הסוגים של הירק והפרי.כשר ללא תע",https://be-plus.co.il/component/crm/product/9650
11302,פירות וירקות מסריק,3,תל אביב - יפו,מסריק 19,"מזון, מינימרקטים וסופרמרקטים",ירקות/ פירות,"פירות וירקות טרי יום יום, שימורים, מצרכי יסוד ועוד.",https://be-plus.co.il/component/crm/product/11302
9755,פירות וירקות פרי הכל,2,בת ים,שד' העצמאות 62,אופנה,,"פירות וירקות טריים יום יום. מבחר גדול של פירות העונה, ישר מהשדה. כשר.&",https://be-plus.co.il/component/crm/product/9755
9644,פירות וירקות קסם הפרי,3.5,ראשון לציון,יהודה לייב 9,אופנה,,"פירות וירקות טריים מידי יום, תבלינים, רטבים מיוחדים לסלט ופירורי לחם מ",https://be-plus.co.il/component/crm/product/9644
16240,פירות וירקות רסקו,5,עכו,הרצל 18,"מזון, מינימרקטים וסופרמרקטים",ירקות/ פירות,"פירות וירקות, עשבי תיבול, פירות עונה, חמוצים, זעתר",https://be-plus.co.il/component/crm/product/16240
11270,פירות וירקות שוק בעיר,3,יבנה,העצמאות 44,צרכנות,,"פירות, ירקות, ביצים פיצוחים, חלבית. משלוחים חינם לכל יבנה - כשר",https://be-plus.co.il/component/crm/product/11270
9792,פירות וירקות שוק הבאר,2.5,באר יעקב,"קרן היסוד 8, מרכז מסחרי",אופנה,,"פירות , ירקות וביצים. משלוחים חינם ללא מינימום הזמנה. כשר גלאט.",https://be-plus.co.il/component/crm/product/9792
9880,פירות וירקות שוק החקלאים,2,ראשון לציון,הרצל 2,אופנה,,,https://be-plus.co.il/component/crm/product/9880
11212,פירות וירקות שוק רמז,3.5,ראשון לציון,רמז 2,צרכנות,,"פירות וירקות תוצרת חקלאות כחול לבן, מוצרי בסיס ומוצרי חלב. משלוח עד פת",https://be-plus.co.il/component/crm/product/11212
9771,פירות וירקות שפע שוק,3.5,פתח תקווה,"שטמפפר 23, מרכז העיר",אופנה,,"חנות ירקות ופירות מובחרים יום יום, שירות משלוחים מהיר ואיכותי. אלפי לק",https://be-plus.co.il/component/crm/product/9771
9786,פירות וירקות תפוחים ותמרים,4,גבעתיים,כצנלסון 17,אופנה,,"פירות וירקות מהחקלאים המובילים בישראל, סחורה טרייה ומובחרת, תוצרת חקלא",https://be-plus.co.il/component/crm/product/9786
4826,פירות ועוד,10,אשדוד,הבנאים 3,צרכנות,,"סלסלאות פירות מעוצבים, בר פירות לאירועים, מגשי אירוח, סושי פירות, קיאק",https://be-plus.co.il/component/crm/product/4826
11430,פירות יבשים ריאן,3.5,באקה אל-גרביה,כביש ראשי,אופנה,,"חנות פיצוחים, פירות יבשים, קטניות, תבלינים, ממתקים,שתיה קרה ועוד",https://be-plus.co.il/component/crm/product/11430
15945,פירות קדומים,2,קדומים,אזור התעשיה,"מזון, מינימרקטים וסופרמרקטים",ירקות/ פירות,"פירות וירקות טריים, מוצרי חלב, מוצרים בסיסיים, תבלינים, קטניות יינות,",https://be-plus.co.il/component/crm/product/15945
7960,פירות רחל,8,ירושלים,"ביתר 2, ארנונה",אופנה,,"פירות וירקות מובחרים, פירות טרופיים וסלסלאות פירות. משלוחים חינם לכל ח",https://be-plus.co.il/component/crm/product/7960
17477,פירסינג סטייל,3.5,נתיבות,בעלי מלאכה 9,אופנה,תכשיטים ושעונים,"מכון לפירסינג ותכשיטים, עיצובי אוזניים, ניקובים לתינוקות ופעוטות, תכשי",https://be-plus.co.il/component/crm/product/17477
16145,פישנזון חנות דגים,3.5,תל אביב - יפו,"מתחם שטח נמל ת""א12","מזון, מינימרקטים וסופרמרקטים",מעדניות,בדוכן קטן בפינה הצפונית מזרחית של השוק ממוקמת חנות דגים פישנזון .החבור,https://be-plus.co.il/component/crm/product/16145
12776,פישקדו,3.5,יהוד-מונוסון,רמז 15,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,"כל סוגי הדגים, טרי יום יום. כשר.",https://be-plus.co.il/component/crm/product/12776
18860,פישקדו,3.5,אור יהודה,קזז יחזקאל 9,"מזון, מינימרקטים וסופרמרקטים",מעדניות,"חנות בוטיק, דגים טריים, דגי ים הבריכה הכל באיכות גבוהה וטרי יום יום, י",https://be-plus.co.il/component/crm/product/18860
9248,פישרי פיצריה בשרית כשר למהדרין,3,נתניה,"שער הגיא 12, מרכז העיר","מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,הבשורה הקולינרית הבאה יוצאת מנתניה: פיצה עם בשר. הבצק והרוטב שאתם אוהב,https://be-plus.co.il/component/crm/product/9248
9424,פיתה mix,8.5,ראשון לציון,הרצל 34,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,"מבחר בשרים על האש, 5 סוגי טחינה, בצל, עגבניה ופלפל חריף על האש ואפיית",https://be-plus.co.il/component/crm/product/9424
10419,פיתה ארז,3,בני ברק,מצדה 6,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,"מגוון בשרים על גחלים לוהטים, סלטים מחומרי הגלם הטריים והמשובחים ביותר,",https://be-plus.co.il/component/crm/product/10419
9760,פיתה ביד,3.5,חולון,מבצע סיני 9,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",מסעדות בשריות,"מסעדת בשרים כשרה למהדרין, כל הבשרים עטרה בית יוסף. שווארמה הודו\ עגל,",https://be-plus.co.il/component/crm/product/9760
9812,פיתה בכיכר,3,קרית עקרון,"מלך חסן 1, בילו סנטר","מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,"ימים א-ה: בשרים על האש, הכל בפיתה. ימי שישי: שניצל , מטבוחה בחלה ומוח",https://be-plus.co.il/component/crm/product/9812
13615,פיתה בלאגן,3.5,תל אביב - יפו,סלמה 94,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,"שיפודים על גחלים. כשר - רבנות ת""א",https://be-plus.co.il/component/crm/product/13615
12951,פיתה בסטה,3.5,קרית מלאכי,בן גוריון 2,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,מסעדת בשרים על האש. כשר למהדרין. משלוחים\ איסוף עצמי וישיבה במקום.,https://be-plus.co.il/component/crm/product/12951
19021,"פיתה בשר סניף ראשל""צ",3.5,ראשון לציון,ספיר יוסף 1,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",אוכל מהיר,"בשר פרימיום, רטבים בעבודת יד, על האש, אוכל רחוב מפנק, שפע אמיתי",https://be-plus.co.il/component/crm/product/19021
19228,פיתה בשר עזריאלי,3,תל אביב - יפו,דרך בגין 132,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",מסעדות בשריות,"בשרים משובחים על הגריל, פיתה אפויה במקום ועוד מגוון דברים",https://be-plus.co.il/component/crm/product/19228
11110,פיתה עולם,3,הרצליה,סוקולוב 57,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,מסעדת שיפודים. כשר - רבנות.,https://be-plus.co.il/component/crm/product/11110
17172,פיתה קובה,3.5,אשקלון,כיכר גולומב 1,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",מסעדות בשריות,"מסעדה בשרית, אוכל ביתי אותנטי, אוכל מבושל, כל סוגי הקובות, בפיתה או בצ",https://be-plus.co.il/component/crm/product/17172
12947,פיתה רחוב,3,אשדוד,"צה""ל 1","מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,פיתה איכותית שנאפת במקום עם בשרים איכותיים על גריל גחלים ומבחר סלטים ט,https://be-plus.co.il/component/crm/product/12947
14752,פיתה רחוב - יבנה,3.5,יבנה,הקישון 8,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",מסעדות בשריות,"מסעדת בשרים על האש בה תוכלו למצוא מגוון מנות בשר כמו: פרגיות, קבב, סטי",https://be-plus.co.il/component/crm/product/14752
10382,פיתה של ג'ורג',5,חיפה,קהילת סלוניקי 6,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,"סמבוסק, פיצות, בירות, סלטים, ועוד.",https://be-plus.co.il/component/crm/product/10382
17031,פכפכינה,5,שפרעם,אל-חסן 1,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",גלידריות,"קרפ, וופל בלגי, קוקטייל, מיצים טבעיים, דוריטוס, גלידות, שתיה קרה, משלו",https://be-plus.co.il/component/crm/product/17031
12608,פלא אנד מור,4,ראשון לציון,לזרוב 33,אופנה,,"חנות מתנות- מתנות לגבר, לאישה, ליום נישואין, לבית, מתנות רוחניות ומתנו",https://be-plus.co.il/component/crm/product/12608
6514,פלא הפרי,4,נתניה,גיבורי ישראל 24,צרכנות,,"שייק פירות טבעיים,כוסות של פירות חתוכים טריים ומגשי פירות לאירועים מסי",https://be-plus.co.il/component/crm/product/6514
10432,פלא למידה,15,רחובות,גורדון 43,צרכנות,,"קורס אינטרנטי ""הכנה לכיתה א'""",https://be-plus.co.il/component/crm/product/10432
19168,פלאפונים Icloud phone,2,שפרעם,דרך ואדי א-סקיע 1,"מחשבים, סלולר וצילום",סלולר,"מכירת כל סוגי הפלאפונים, אביזרים, מעבדת תיקונים במקום, קפסולות, משחקים",https://be-plus.co.il/component/crm/product/19168
14075,פלאפל 4 טעמים,4,נס ציונה,ויצמן 6,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,פלאפל 4 טעמים. כשר.,https://be-plus.co.il/component/crm/product/14075
9784,פלאפל 4 טעמים,2,ראשון לציון,רוטשילד 68,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,"פלאפל 4 טעמים- כוסברה, פטרוזליה, חריף פיקנטי, שומשום קלוי, חומוס, סביח",https://be-plus.co.il/component/crm/product/9784
18858,פלאפל B,3.5,ביתר עילית,"הר""ן 20","מסעדות, בתי קפה, בתי מאפה ומזון מהיר",שווארמה ופלאפל,"פלאפל, צ'יפס, סביח, סלט, חמוצים, חומוס בצלחת, חומוס בפיתה, מנות בלאפה,",https://be-plus.co.il/component/crm/product/18858
7813,פלאפל bb,3,ירושלים,"שרי ישראל 15, רוממה","מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,"פלאפל, שקשוקה, סביח, חומוס וסלטים. כשר - העדה החרדית.",https://be-plus.co.il/component/crm/product/7813
13764,פלאפל wisam jabali,3.5,נצרת,הגליל 20,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,מסעדת פלאפלים ושתיה קרה. מקומות ישיבה ומשלוחים. לא כשר.,https://be-plus.co.il/component/crm/product/13764
10986,פלאפל אבו אמיל,5,חיפה,עין דור 22,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,"מסעדה- פלאפל, סלטים, סופלאקי עוף, צ'יפס,שתיה ועוד. משלוחים ומקומות ישי",https://be-plus.co.il/component/crm/product/10986
19157,פלאפל אוחנה,5,רמת גן,עוזיאל 95,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",שווארמה ופלאפל,"פלאפל מצרי אמיתי, סביח מיוחד בטמפורה, שקשוקות ביתיות בבגט ועוד.",https://be-plus.co.il/component/crm/product/19157
15157,פלאפל אוריון,3.5,חיפה,הרצליה 18,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",שווארמה ופלאפל,פלאפל שתיה סלטים מקומות ישיבה משלוחים,https://be-plus.co.il/component/crm/product/15157
16290,פלאפל אוריין,3.5,טירת כרמל,הרצל 4,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",שווארמה ופלאפל,"פלאפל, שתיה קרה, מקומות ישיבה, משלוחים.",https://be-plus.co.il/component/crm/product/16290
16779,פלאפל אחד העם,3.5,רחובות,אחד העם 15,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",שווארמה ופלאפל,פלאפל תימני,https://be-plus.co.il/component/crm/product/16779
15583,פלאפל אימלה,3.5,באר שבע,העליה 11,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",אוכל מהיר,פלאפל שניצל סביח סנדוויץ' טוניסאי קוסקוס,https://be-plus.co.il/component/crm/product/15583
12757,פלאפל אלמג'ד,5,ג'דיידה-מכר,"כביש ראשי, 1073","מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,"פלאפל, פול חומוס, חביתות, ארוחות בוקר, שתיה קרה ושתיה חמה. מקומות ישיב",https://be-plus.co.il/component/crm/product/12757
9420,פלאפל אס,3,אזור,המצודה 2,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,"פלאפל, סביח, שקשוקה ושניצל. משלוחים לכל אזור. כשר בד""צ בית יוסף.",https://be-plus.co.il/component/crm/product/9420
5519,פלאפל אסולין,3,באר שבע,הרצל 46,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,"פלאפל בטעם של פעם משנת 1958, שניצלים, חזה עוף על האש, בבגטים, מכירת עי",https://be-plus.co.il/component/crm/product/5519
9700,פלאפל ארלה,3.5,בת ים,הנביאים 3,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,"שניצל, פלאפל, סביח, חזה עוף, נקניקיות, קציצות, חלות, בגאטים ופיתות. כש",https://be-plus.co.il/component/crm/product/9700
18557,פלאפל בדאלק,3.5,רחובות,דרך ירושלים 15,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",אוכל מהיר,"ערוק, סביח, שקשוקה, פלאפל, שניצל, נקניקיות ועוד",https://be-plus.co.il/component/crm/product/18557
8606,פלאפל בוארון,4,אשקלון,הרצל 44,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,"פלאפל וסלטים שנעשים יום יום, טרי. מעל 60 שנות מוניטין. משלוחים באיזור",https://be-plus.co.il/component/crm/product/8606
11994,פלאפל בכיכר,3.5,נתיבות,רפיח ים 9,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,"פלאפל טרי יום יום, סלטים, תוספות, שקשוקה וחמוצים. מקומות ישיבה במקום ב",https://be-plus.co.il/component/crm/product/11994
10834,פלאפל בכיכר,2.5,ראשון לציון,ירושלים 14,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,"שניצל, פלאפל, סביח, חזה עוף, פרגיות, קבב. בסניף ירושלים- המבורגר. משלו",https://be-plus.co.il/component/crm/product/10834
11274,פלאפל בן יוסף,3.5,יבנה,העצמאות 12,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,"פלאפל, סביח, שקשוקה. כשר",https://be-plus.co.il/component/crm/product/11274
6038,פלאפל בן יוסף,3,קרית גת,כיכר פז 4,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,פלאפל בן יוסף: מזנון פלאפל ושווארמה. שרות ויחס אישי,https://be-plus.co.il/component/crm/product/6038
15598,פלאפל בצפת,3.5,ירושלים,ירושלים 125,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",שווארמה ופלאפל,מסעדה פלאפל שתיה קרה מקומות ישיבה משלוחים,https://be-plus.co.il/component/crm/product/15598
18691,פלאפל בר אילן,3.5,ירושלים,השישה עשר 11,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",שווארמה ופלאפל,"שווארמה, פלאפל, צ‘יפס, סלטים, שתייה, חומוס, חמוצים ועוד.",https://be-plus.co.il/component/crm/product/18691
14169,פלאפל בריבוע,3.5,גני תקווה,"ההדרים 7, מתחם צים אורבן","מסעדות, בתי קפה, בתי מאפה ומזון מהיר",שווארמה ופלאפל,"פלאפל, מרשת פלאפל בריבוע, פלאפל העשוי מחומרי גלם איכותיים וטריים ללא ח",https://be-plus.co.il/component/crm/product/14169
17546,פלאפל ברכת אברהם,3.5,רחובות,הר הצופים 74,כללי,,"פלאפל, סביח, שקשוקה, סנדוויץ׳ טוניסאי, קציצות ערוק, שתייה ועוד...",https://be-plus.co.il/component/crm/product/17546
17049,פלאפל ברמה,3.5,שער שומרון,הארז 3,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",מסעדות בשריות,"פלאפל, מרקים, לחוח, סביח, כדורי פלאפל, חומוס, ארוחה בצלחת, תוספות ומטו",https://be-plus.co.il/component/crm/product/17049
12460,פלאפל גבריאל,4,חולון,"קרן היסוד, מעל הדואר","מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,"פלאפל, סביח, חביתת ירק, שקשוקה, חומוס פול, פטריות, צ'יפס, סמבוסק",https://be-plus.co.il/component/crm/product/12460
15994,פלאפל גדסי,3.5,בית שמש,דרך רבין יצחק 19,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",שווארמה ופלאפל,"פלאפל, סביח, שקשוקה, מלאווח, לאפה, פיתה, חמגשית, משלוחים עד בית הלקוח/",https://be-plus.co.il/component/crm/product/15994
18618,פלאפל גואטה,5,"כפר ביל""ו",ההדרים 1,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",מסעדות בשריות,"פלאפל, שניצלים, סביח, שקשוקה, סנדוויץ׳ טוניסאי",https://be-plus.co.il/component/crm/product/18618
16781,פלאפל גוזל וציונה,3.5,פתח תקווה,המכבים 29,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",שווארמה ופלאפל,"פלאפל, שקשוקה, מנות בכיכר לחם וסלטים.",https://be-plus.co.il/component/crm/product/16781
15690,פלאפל גלעדי,3.5,פתח תקווה,שמחוני אסף 4,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",שווארמה ופלאפל,הפלאפל הנוסטלגיה והטעים שאין לו מתחרים חזר!,https://be-plus.co.il/component/crm/product/15690
10838,פלאפל דניאל,3,בני ברק,זבוטינסקי 20,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,"הטעם משהו משהו - סביח, שקשוקה, חומוס, פול. כשר - הרב לנדא.",https://be-plus.co.il/component/crm/product/10838
19574,פלאפל הבנים,3.5,חדרה,שד' רוטשילד 27,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",שווארמה ופלאפל,"הפלאפל הכי טעים באיזור, פלאפל, סביח, תסביח, חביתה, צ'יפס בטמפורה כמו ש",https://be-plus.co.il/component/crm/product/19574
7807,פלאפל הדר,3.5,ירושלים,"פייר קינג 26, קניון הדר","מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,"פלאפל ללא גלוטן, דל קלוריות, חומוס עם גרגירים- תוצרת בית, סביח ובישולי",https://be-plus.co.il/component/crm/product/7807
15424,פלאפל הכי טוב,3.5,בת ים,מבצע סיני 18,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",שווארמה ופלאפל,פלאפל סביח,https://be-plus.co.il/component/crm/product/15424
7009,פלאפל הכרם,3.5,באר שבע,המדע 42,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,"פלאפל, שווארמה, שניצל, קבב, מעורב ירושלמי. כשר.",https://be-plus.co.il/component/crm/product/7009
18312,פלאפל הכרם,3.5,באר שבע,שמעוני 2,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",שווארמה ופלאפל,"פלאפל טרי וטעים בפיתה, בבגאט, שניצלים, סביח, סנדוויצ'ים בהרכבה",https://be-plus.co.il/component/crm/product/18312
6954,פלאפל הכרם 2,3.5,באר שבע,שמעוני 2,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,"פלאפל, שניצל, סביח, שקשוקה, טונה, משלוחים מעל 10 מנות",https://be-plus.co.il/component/crm/product/6954
17056,פלאפל המלכה,3,תל אביב - יפו,דיזנגוף 167,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",שווארמה ופלאפל,"פלאפל במתכון ייחודי, שקשוקה, סביח ועוד.",https://be-plus.co.il/component/crm/product/17056
15639,פלאפל הנסיך,3.5,רמת השרון,סוקולוב 56,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",שווארמה ופלאפל,פלאפל סביח מיבחר שקשוקות,https://be-plus.co.il/component/crm/product/15639
19414,פלאפל הצריף,5,קרית שמונה,"דוד סלינגר 7, מרכז רסקו","מסעדות, בתי קפה, בתי מאפה ומזון מהיר",שווארמה ופלאפל,",מסעדת פלאפל סביח, סלטים, חומוס ביתי, מוצרים ללא גלוטן, שתיה קרה, מקומ",https://be-plus.co.il/component/crm/product/19414
9923,פלאפל הרצל,3.5,ראשון לציון,הרצל 43,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,"פלאפל, שניצל וסביח. כשר סניפים: פיצה סיציליאנה- פיצות, זיווה ו",https://be-plus.co.il/component/crm/product/9923
14573,פלאפל השוק,3.5,לוד,שד דוד המלך 2,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",שווארמה ופלאפל,"מסעדה, אוכל, פלאפל, סלטים, תוספות, צ'פס, שתייה קרה, מקומות ישיבה משלוח",https://be-plus.co.il/component/crm/product/14573
13750,פלאפל ושניצל אמיגו,5,באקה אל-גרביה,כביש ראשי אלקודס,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,"פלאפל, כל סוגי הבשר, שתיה קרה וסלטים. מקומות ישיבה ומשלוחים. לא כשר.",https://be-plus.co.il/component/crm/product/13750
19032,פלאפל חבו,5,רמת גן,ביאליק 60,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",שווארמה ופלאפל,פלאפל סביח צ׳יפס שתיה קלה ללא גלוטן ועוד,https://be-plus.co.il/component/crm/product/19032
14150,פלאפל חזאן,3.5,חיפה,שדרות ההסתדרות 56,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,"סלט יווני, סלט חזה עוף, המבורגרים, בשרים על האש, שניצל, חזה עוף, פרגיו",https://be-plus.co.il/component/crm/product/14150
12631,פלאפל חמים וטעים,3,בני ברק,הרב שך 31,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,"פלאפל, שקשוקה, שניצל, סביח, נקניקיות, פיתה אפויה במקום ועוד. כשר הרב ל",https://be-plus.co.il/component/crm/product/12631
11705,פלאפל חצי חינם,3.5,אשדוד,רוגוזין 13,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,"פלאפליה, פלאפל עם ביצה, תערובות לבית. כשר",https://be-plus.co.il/component/crm/product/11705
9726,פלאפל חתוכה סניף ראשון לציון,3,ראשון לציון,ז'בוטינסקי 16,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,פלאפל וסלטים טריים יום יום. כשר.,https://be-plus.co.il/component/crm/product/9726
6022,פלאפל חתוכה- שוהם,5,שוהם,עמק אילון 30,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,פלאפל חתוכה מפנק את כל לקוחות לאומיקארד בטעם המוכר והמשובח,https://be-plus.co.il/component/crm/product/6022
15597,פלאפל יצחק,5,צפת,ירושלים 39,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",שווארמה ופלאפל,מסעדה פלאפל שתיה קרה בקומות ישיבה משלוחים חביתות מרקים בחורף,https://be-plus.co.il/component/crm/product/15597
9707,פלאפל ישא ברכה,2,אריאל,"הציונות 21, רובע ב'","מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,"פלאפל, שניצל, סביח, מעורב ירושלמי, שקשוקה, חזה עוף, חביתות וסלטים טריי",https://be-plus.co.il/component/crm/product/9707
14977,פלאפל כדורי,3.5,הוד השרון,דרך רמתים 72,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",שווארמה ופלאפל,"פלאפל ללא גלוטן ,סביח",https://be-plus.co.il/component/crm/product/14977
18092,פלאפל כהן,5,טבריה,ז'בוטינסקי 820,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",אוכל מהיר,"מסעדה, פלאפל, שקשוקה, סלטים, צ'יפס, שתיה קרה, מקומות ישיבה, משלוחים",https://be-plus.co.il/component/crm/product/18092
7784,פלאפל כיכר פריז חיפה,3.5,חיפה,נתנזון 18,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,פלאפל כיכר פריז,https://be-plus.co.il/component/crm/product/7784
15465,פלאפל נחום,3.5,מודיעין-מכבים-רעות,עמק דותן 66,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",שווארמה ופלאפל,"פלאפל, סביח, עיג'ה, מקומות ישיבה בחוץ",https://be-plus.co.il/component/crm/product/15465
14335,פלאפל נפתלי,5,חיפה,שד הנשיא 121,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",שווארמה ופלאפל,"מסעדה פלאפל כל סוגי הבשר, שתיה קרה, מקומות ישיבה, משלוחים",https://be-plus.co.il/component/crm/product/14335
17120,פלאפל סומסום,3.5,תל אביב - יפו,אלנבי 78,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",שווארמה ופלאפל,כשר ללא תעודה,https://be-plus.co.il/component/crm/product/17120
16301,פלאפל סוף הדרך,5,זרזיר,אלהייב 1,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",שווארמה ופלאפל,"מסעדת בשרים, על האש, פלאפל, קבב, פרגיות, סלטים, שתיה קרה, מקומות ישיבה",https://be-plus.co.il/component/crm/product/16301
15795,פלאפל ענבים,3.5,אשדוד,הנחושת 1,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",מסעדות טבעוניות צמחוניות,"פלאפל, שניצל, סביח, שקשוקה, סלטים, שתיה קלה, מקומות ישיבה",https://be-plus.co.il/component/crm/product/15795
14381,פלאפל פול אס,3,חולון,סוקולוב 68,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",אוכל מהיר,שניצל פלאפל נקניקיות סביח צ'יפס,https://be-plus.co.il/component/crm/product/14381
15158,פלאפל צומה,3.5,גבעת שמואל,בן גוריון 22,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",שווארמה ופלאפל,פלאפל סביח חומוס ללא גלוטן,https://be-plus.co.il/component/crm/product/15158
16525,פלאפל צ׳יקפיס,3.5,כפר סבא,אזור התעשיה 24,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",אוכל מהיר,פודטראק פלאפל,https://be-plus.co.il/component/crm/product/16525
15732,פלאפל רמלה,8,שילת,נורית 5,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",מסעדות בשריות,"מסעדה בשרית, פרגיות, שניצל, פלאפל,תוספות, משלוחים, מקומות ישיבה בפנים",https://be-plus.co.il/component/crm/product/15732
18159,פלאפל רפאלי,13,ירושלים,בורוכוב 61,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",שווארמה ופלאפל,"פלאפל , באגט ותבשילים .",https://be-plus.co.il/component/crm/product/18159
